ID,Sales Person,Geo,Product,Date,Amount,Customers,Boxes
2338,Husein Augar,UK,50% Dark Bites,9/14/2021,"$5,327 ",103,381
2339,Wilone O'Kielt,UK,Smooth Sliky Salty,9/14/2021,"$1,267 ",259,61
2340,Beverie Moffet,New Zealand,Peanut Butter Cubes,9/14/2021,"$3,514 ",320,185
2341,Wilone O'Kielt,USA,Almond Choco,9/14/2021,"$10,157 ",59,535
2342,Kaine Padly,USA,Spicy Special Slims,9/14/2021,"$9,555 ",23,399
2343,Husein Augar,USA,Raspberry Choco,9/14/2021,"$8,960 ",71,427
2344,Madelene Upcott,India,Spicy Special Slims,9/14/2021,$581 ,98,21
2345,Beverie Moffet,USA,Fruit & Nut Bars,9/15/2021,$735 ,37,41
2346,Madelene Upcott,Canada,Manuka Honey Choco,9/15/2021,"$7,084 ",59,284
2347,Marney O'Breen,UK,After Nines,9/15/2021,"$4,438 ",331,139
2348,Dotty Strutley,New Zealand,Fruit & Nut Bars,9/15/2021,"$9,646 ",153,603
2349,Dotty Strutley,USA,Fruit & Nut Bars,9/15/2021,"$3,759 ",9,290
2350,Oby Sorrel,India,Eclairs,9/15/2021,$721 ,265,38
2351,Gigi Bohling,New Zealand,Orange Choco,9/15/2021,"$5,887 ",2,655
2352,Jehu Rudeforth,India,Choco Coated Almonds,9/15/2021,"$7,924 ",41,496
2353,Rafaelita Blaksland,USA,99% Dark & Pure,9/15/2021,"$7,343 ",161,306
2354,Oby Sorrel,New Zealand,Baker's Choco Chips,9/15/2021,$994 ,215,83
2355,Husein Augar,India,Organic Choco Syrup,9/15/2021,"$1,568 ",278,66
2356,Kaine Padly,Australia,Mint Chip Choco,9/15/2021,$959 ,160,57
2357,Madelene Upcott,UK,Baker's Choco Chips,9/15/2021,"$5,355 ",207,670
2358,Wilone O'Kielt,Australia,Fruit & Nut Bars,9/15/2021,"$12,915 ",160,1175
2359,Oby Sorrel,India,Mint Chip Choco,9/16/2021,"$5,621 ",388,352
2360,Van Tuxwell,USA,Orange Choco,9/16/2021,"$5,089 ",94,364
2361,Brien Boise,New Zealand,Choco Coated Almonds,9/16/2021,"$13,993 ",83,737
2362,Beverie Moffet,New Zealand,Organic Choco Syrup,9/16/2021,"$4,242 ",113,152
2363,Van Tuxwell,Canada,Orange Choco,9/16/2021,"$2,842 ",253,406
2364,Wilone O'Kielt,Australia,Drinking Coco,9/17/2021,"$8,862 ",342,370
2365,Van Tuxwell,USA,85% Dark Bars,9/17/2021,"$19,054 ",49,794
2366,Brien Boise,Canada,70% Dark Bites,9/17/2021,"$5,551 ",102,694
2367,Marney O'Breen,UK,Mint Chip Choco,9/17/2021,"$1,946 ",176,93
2368,Marney O'Breen,UK,Choco Coated Almonds,9/17/2021,$966 ,32,44
2369,Jan Morforth,UK,Milk Bars,9/17/2021,"$2,730 ",56,119
2370,Dennison Crosswaite,India,Drinking Coco,9/17/2021,"$10,010 ",257,358
2371,Gunar Cockshoot,Canada,Raspberry Choco,9/17/2021,"$4,529 ",126,302
2372,Karlen McCaffrey,India,70% Dark Bites,9/17/2021,"$9,891 ",105,660
2373,Madelene Upcott,Canada,Caramel Stuffed Bars,9/17/2021,"$2,275 ",115,99
2374,Mallorie Waber,Australia,Caramel Stuffed Bars,9/20/2021,"$3,241 ",178,116
2375,Dennison Crosswaite,UK,70% Dark Bites,9/20/2021,$917 ,667,66
2376,Gigi Bohling,New Zealand,99% Dark & Pure,9/20/2021,"$3,913 ",219,245
2377,Roddy Speechley,UK,Caramel Stuffed Bars,9/21/2021,"$1,792 ",94,75
2378,Jehu Rudeforth,Australia,Smooth Sliky Salty,9/21/2021,"$5,761 ",224,339
2379,Jehu Rudeforth,Australia,Manuka Honey Choco,9/21/2021,"$5,327 ",14,214
2380,Ches Bonnell,India,85% Dark Bars,9/21/2021,"$1,519 ",181,95
2381,Oby Sorrel,USA,85% Dark Bars,9/21/2021,"$11,326 ",110,515
2382,Jehu Rudeforth,UK,Raspberry Choco,9/21/2021,"$7,252 ",223,427
2383,Mallorie Waber,Australia,Manuka Honey Choco,9/21/2021,"$12,929 ",20,418
2384,Gunar Cockshoot,Canada,Orange Choco,9/21/2021,"$2,996 ",18,428
2385,Brien Boise,India,White Choc,9/21/2021,"$1,239 ",112,89
2386,Beverie Moffet,New Zealand,Raspberry Choco,9/21/2021,"$9,128 ",179,481
2387,Jan Morforth,New Zealand,Eclairs,9/21/2021,"$4,137 ",107,319
2388,Kaine Padly,Australia,Peanut Butter Cubes,9/21/2021,"$6,482 ",12,260
2389,Husein Augar,India,Drinking Coco,9/21/2021,"$1,393 ",213,50
2390,Dotty Strutley,New Zealand,99% Dark & Pure,9/21/2021,"$11,627 ",96,727
2391,Gunar Cockshoot,Australia,Orange Choco,9/22/2021,"$3,080 ",97,257
2392,Gigi Bohling,USA,70% Dark Bites,9/22/2021,"$12,180 ",271,812
2393,Beverie Moffet,UK,Manuka Honey Choco,9/22/2021,$462 ,11,16
2394,Beverie Moffet,UK,50% Dark Bites,9/22/2021,"$1,498 ",128,107
2395,Barr Faughny,New Zealand,Smooth Sliky Salty,9/23/2021,"$1,589 ",65,89
2396,Jehu Rudeforth,Canada,Peanut Butter Cubes,9/23/2021,"$2,184 ",84,95
2397,Brien Boise,Canada,85% Dark Bars,9/23/2021,"$3,073 ",3,129
2398,Rafaelita Blaksland,India,Drinking Coco,9/23/2021,"$16,513 ",93,551
2399,Kaine Padly,Canada,85% Dark Bars,9/23/2021,"$2,051 ",16,90
2400,Beverie Moffet,India,70% Dark Bites,9/23/2021,"$11,109 ",305,1111
2401,Gigi Bohling,Australia,Almond Choco,9/23/2021,$574 ,360,25
2402,Barr Faughny,Canada,After Nines,9/24/2021,"$7,532 ",131,314
2403,Brien Boise,Canada,Fruit & Nut Bars,9/24/2021,$504 ,170,51
2404,Jehu Rudeforth,USA,White Choc,9/24/2021,"$12,642 ",194,1054
2405,Husein Augar,USA,Drinking Coco,9/24/2021,"$2,569 ",80,92
2406,Karlen McCaffrey,Canada,After Nines,9/24/2021,$476 ,24,16
2407,Gunar Cockshoot,Australia,85% Dark Bars,9/24/2021,"$9,884 ",77,430
2408,Wilone O'Kielt,Australia,After Nines,9/24/2021,"$3,731 ",18,150
2409,Gigi Bohling,Australia,Caramel Stuffed Bars,9/24/2021,"$6,727 ",194,293
2410,Beverie Moffet,USA,Drinking Coco,9/24/2021,"$1,869 ",378,67
2411,Gigi Bohling,UK,Organic Choco Syrup,9/24/2021,"$3,262 ",192,142
2412,Van Tuxwell,USA,Drinking Coco,9/24/2021,"$8,057 ",301,299
2413,Jehu Rudeforth,Australia,Peanut Butter Cubes,9/24/2021,$91 ,78,5
2414,Beverie Moffet,India,Spicy Special Slims,9/24/2021,"$3,122 ",208,131
2415,Beverie Moffet,Australia,Raspberry Choco,9/24/2021,"$5,033 ",97,360
2416,Kelci Walkden,Australia,70% Dark Bites,9/24/2021,"$2,184 ",199,182
2417,Madelene Upcott,Canada,Raspberry Choco,9/24/2021,$721 ,182,41
2418,Rafaelita Blaksland,Australia,Baker's Choco Chips,9/24/2021,"$5,061 ",217,390
2419,Madelene Upcott,New Zealand,White Choc,9/27/2021,"$12,152 ",26,1105
2420,Beverie Moffet,Australia,Fruit & Nut Bars,9/27/2021,"$15,526 ",47,1195
2421,Barr Faughny,India,After Nines,9/27/2021,"$14,525 ",60,581
2422,Madelene Upcott,India,Raspberry Choco,9/27/2021,"$2,485 ",98,131
2423,Brien Boise,UK,Milk Bars,9/27/2021,"$7,091 ",253,245
2424,Dennison Crosswaite,USA,50% Dark Bites,9/27/2021,"$6,846 ",647,428
2425,Mallorie Waber,USA,Caramel Stuffed Bars,9/27/2021,"$1,204 ",273,49
2426,Roddy Speechley,UK,Smooth Sliky Salty,9/27/2021,"$1,883 ",83,111
2427,Jan Morforth,Australia,Choco Coated Almonds,9/27/2021,"$2,723 ",194,144
2428,Dotty Strutley,UK,Manuka Honey Choco,9/27/2021,"$7,196 ",104,219
2429,Rafaelita Blaksland,UK,Raspberry Choco,9/27/2021,"$1,078 ",307,49
2430,Marney O'Breen,Canada,Eclairs,9/28/2021,"$4,998 ",67,385
2431,Gunar Cockshoot,India,70% Dark Bites,9/28/2021,"$8,127 ",206,581
2432,Camilla Castle,India,Caramel Stuffed Bars,9/28/2021,"$6,006 ",202,273
2433,Oby Sorrel,Australia,Organic Choco Syrup,9/28/2021,"$13,349 ",208,431
2434,Andria Kimpton,Australia,Raspberry Choco,9/28/2021,$994 ,42,50
2435,Husein Augar,New Zealand,Raspberry Choco,9/28/2021,"$6,160 ",163,363
2436,Husein Augar,USA,Spicy Special Slims,9/28/2021,"$2,569 ",210,108
2437,Marney O'Breen,Australia,Fruit & Nut Bars,9/28/2021,"$3,206 ",473,321
2438,Dotty Strutley,Canada,70% Dark Bites,9/29/2021,$665 ,112,52
2439,Rafaelita Blaksland,India,Almond Choco,9/29/2021,$427 ,16,26
2440,Gunar Cockshoot,USA,Spicy Special Slims,9/29/2021,"$5,166 ",83,216
2441,Van Tuxwell,New Zealand,Baker's Choco Chips,9/29/2021,"$8,603 ",93,574
2442,Mallorie Waber,Australia,Organic Choco Syrup,9/29/2021,"$1,904 ",205,71
2443,Brien Boise,Australia,Almond Choco,9/29/2021,"$3,766 ",252,210
2444,Camilla Castle,India,White Choc,9/29/2021,"$1,337 ",17,134
2445,Roddy Speechley,UK,Mint Chip Choco,9/29/2021,"$12,775 ",347,913
2446,Madelene Upcott,Canada,50% Dark Bites,9/29/2021,"$7,812 ",40,601
2447,Dotty Strutley,India,Almond Choco,9/29/2021,"$3,976 ",199,249
2448,Kelci Walkden,Australia,After Nines,9/29/2021,"$13,083 ",337,437
2449,Jan Morforth,Canada,Caramel Stuffed Bars,9/29/2021,"$4,487 ",18,187
2450,Mallorie Waber,UK,Choco Coated Almonds,9/29/2021,"$5,313 ",96,253
2451,Curtice Advani,Australia,Caramel Stuffed Bars,9/29/2021,"$2,163 ",195,91
2452,Oby Sorrel,New Zealand,Milk Bars,9/29/2021,"$4,830 ",29,173
2453,Curtice Advani,Australia,Drinking Coco,9/29/2021,"$7,959 ",59,295
2454,Curtice Advani,USA,Orange Choco,9/29/2021,"$4,067 ",14,452
2455,Jan Morforth,New Zealand,Orange Choco,9/29/2021,"$1,120 ",21,80
2456,Brien Boise,Australia,Fruit & Nut Bars,9/29/2021,"$10,829 ",30,722
2457,Beverie Moffet,New Zealand,Orange Choco,9/29/2021,"$5,068 ",183,724
2458,Gunar Cockshoot,New Zealand,Smooth Sliky Salty,9/29/2021,"$9,156 ",88,436
2459,Marney O'Breen,New Zealand,Organic Choco Syrup,9/30/2021,"$6,944 ",227,240
2460,Kaine Padly,New Zealand,White Choc,9/30/2021,"$2,870 ",152,169
2461,Beverie Moffet,India,Smooth Sliky Salty,9/30/2021,"$4,403 ",145,210
2462,Madelene Upcott,Australia,Eclairs,9/30/2021,"$4,312 ",100,240
2463,Dotty Strutley,India,After Nines,10/1/2021,"$1,050 ",49,33
2464,Camilla Castle,Australia,Raspberry Choco,10/1/2021,"$1,890 ",84,119
2465,Marney O'Breen,USA,70% Dark Bites,10/1/2021,"$5,348 ",170,764
2466,Gigi Bohling,Australia,Spicy Special Slims,10/1/2021,"$11,214 ",140,534
2467,Van Tuxwell,Canada,Spicy Special Slims,10/1/2021,"$1,113 ",196,49
2468,Kaine Padly,New Zealand,Drinking Coco,10/1/2021,"$2,268 ",196,88
2469,Rafaelita Blaksland,India,Fruit & Nut Bars,10/1/2021,"$6,419 ",141,378
2470,Kelci Walkden,USA,Fruit & Nut Bars,10/1/2021,"$7,539 ",162,419
2471,Kaine Padly,Canada,99% Dark & Pure,10/1/2021,"$9,520 ",87,414
2472,Wilone O'Kielt,UK,Fruit & Nut Bars,10/1/2021,"$6,209 ",262,518
2473,Kaine Padly,UK,Almond Choco,10/1/2021,"$1,652 ",271,92
2474,Mallorie Waber,Canada,Caramel Stuffed Bars,10/1/2021,"$6,657 ",179,278
2475,Jan Morforth,Australia,Peanut Butter Cubes,10/1/2021,"$12,460 ",127,656
2476,Gunar Cockshoot,Canada,85% Dark Bars,10/1/2021,"$9,548 ",365,455
2477,Jan Morforth,India,Organic Choco Syrup,10/1/2021,"$8,176 ",204,356
2478,Mallorie Waber,USA,Mint Chip Choco,10/1/2021,"$7,903 ",260,465
2479,Wilone O'Kielt,India,99% Dark & Pure,10/1/2021,"$4,473 ",396,224
2480,Camilla Castle,USA,Organic Choco Syrup,10/1/2021,"$4,536 ",337,175
2481,Curtice Advani,New Zealand,Baker's Choco Chips,10/4/2021,"$3,962 ",21,397
2482,Mallorie Waber,UK,70% Dark Bites,10/4/2021,"$21,588 ",74,1440
2483,Barr Faughny,New Zealand,Manuka Honey Choco,10/4/2021,"$16,394 ",115,547
2484,Kelci Walkden,India,Drinking Coco,10/4/2021,"$3,101 ",115,115
2485,Dotty Strutley,India,Manuka Honey Choco,10/4/2021,"$4,039 ",16,131
2486,Roddy Speechley,New Zealand,Peanut Butter Cubes,10/5/2021,"$2,975 ",248,124
2487,Madelene Upcott,New Zealand,Baker's Choco Chips,10/5/2021,"$5,320 ",163,532
2488,Marney O'Breen,India,85% Dark Bars,10/5/2021,$287 ,190,16
2489,Rafaelita Blaksland,India,Caramel Stuffed Bars,10/5/2021,"$6,902 ",37,277
2490,Camilla Castle,Canada,Organic Choco Syrup,10/5/2021,"$5,726 ",438,230
2491,Dotty Strutley,New Zealand,Baker's Choco Chips,10/5/2021,"$1,512 ",80,168
2492,Van Tuxwell,USA,Manuka Honey Choco,10/5/2021,"$5,845 ",114,183
2493,Barr Faughny,India,Manuka Honey Choco,10/5/2021,"$3,038 ",8,98
2494,Curtice Advani,New Zealand,Peanut Butter Cubes,10/5/2021,"$1,085 ",197,44
2495,Madelene Upcott,USA,White Choc,10/5/2021,"$1,029 ",306,86
2496,Kelci Walkden,USA,Spicy Special Slims,10/5/2021,"$10,038 ",14,457
2497,Wilone O'Kielt,Canada,85% Dark Bars,10/5/2021,"$10,843 ",65,493
2498,Madelene Upcott,Australia,Choco Coated Almonds,10/6/2021,"$3,101 ",526,141
2499,Camilla Castle,Australia,Peanut Butter Cubes,10/6/2021,"$1,162 ",265,56
2500,Curtice Advani,UK,After Nines,10/6/2021,"$3,885 ",168,126
2501,Roddy Speechley,Australia,After Nines,10/6/2021,"$8,960 ",85,299
2502,Dennison Crosswaite,India,Smooth Sliky Salty,10/6/2021,"$6,902 ",46,406
2503,Kelci Walkden,USA,Baker's Choco Chips,10/6/2021,"$4,830 ",215,440
2504,Kelci Walkden,USA,Drinking Coco,10/6/2021,"$1,792 ",36,75
2505,Karlen McCaffrey,USA,50% Dark Bites,10/6/2021,"$18,165 ",50,1514
2506,Mallorie Waber,UK,Mint Chip Choco,10/6/2021,"$5,152 ",142,322
2507,Gunar Cockshoot,UK,70% Dark Bites,10/6/2021,$812 ,314,74
2508,Andria Kimpton,UK,Orange Choco,10/7/2021,"$1,918 ",154,137
2509,Van Tuxwell,New Zealand,99% Dark & Pure,10/7/2021,"$4,879 ",82,287
2510,Oby Sorrel,UK,85% Dark Bars,10/7/2021,"$4,788 ",264,252
2511,Jan Morforth,USA,After Nines,10/7/2021,"$6,860 ",280,229
2512,Kelci Walkden,USA,Mint Chip Choco,10/7/2021,"$6,461 ",238,404
2513,Mallorie Waber,USA,99% Dark & Pure,10/7/2021,$77 ,61,5
2514,Marney O'Breen,Canada,Peanut Butter Cubes,10/8/2021,"$1,358 ",459,76
2515,Barr Faughny,New Zealand,Spicy Special Slims,10/8/2021,"$9,373 ",203,361
2516,Marney O'Breen,Australia,85% Dark Bars,10/8/2021,"$2,968 ",42,186
2517,Beverie Moffet,USA,Milk Bars,10/8/2021,"$6,111 ",79,266
2518,Kelci Walkden,Canada,Spicy Special Slims,10/8/2021,"$13,251 ",290,631
2519,Camilla Castle,New Zealand,White Choc,10/8/2021,"$8,085 ",185,674
2520,Barr Faughny,UK,Drinking Coco,10/8/2021,"$15,022 ",299,626
2521,Roddy Speechley,Canada,Almond Choco,10/8/2021,"$3,003 ",11,131
2522,Brien Boise,Australia,White Choc,10/8/2021,"$7,602 ",229,845
2523,Roddy Speechley,Canada,Manuka Honey Choco,10/8/2021,"$4,368 ",23,151
2524,Kaine Padly,USA,Fruit & Nut Bars,10/8/2021,"$3,577 ",2,224
2525,Curtice Advani,USA,70% Dark Bites,10/8/2021,"$2,590 ",300,200
2526,Gigi Bohling,India,Mint Chip Choco,10/8/2021,$931 ,43,72
2527,Ches Bonnell,USA,Milk Bars,10/8/2021,"$8,750 ",207,283
2528,Andria Kimpton,New Zealand,85% Dark Bars,10/8/2021,"$1,960 ",170,104
2529,Gigi Bohling,New Zealand,Peanut Butter Cubes,10/8/2021,"$7,252 ",189,363
2530,Barr Faughny,Canada,Raspberry Choco,10/8/2021,"$9,933 ",69,552
2531,Mallorie Waber,USA,Peanut Butter Cubes,10/11/2021,"$7,434 ",267,413
2532,Dennison Crosswaite,USA,Almond Choco,10/11/2021,"$9,275 ",451,442
2533,Gigi Bohling,Canada,After Nines,10/11/2021,"$1,274 ",246,51
2534,Dennison Crosswaite,UK,Fruit & Nut Bars,10/11/2021,"$9,737 ",298,650
2535,Jan Morforth,New Zealand,Baker's Choco Chips,10/11/2021,"$2,569 ",153,257
2536,Camilla Castle,UK,Eclairs,10/11/2021,"$14,959 ",299,713
2537,Barr Faughny,USA,Peanut Butter Cubes,10/11/2021,"$8,939 ",38,389
2538,Rafaelita Blaksland,India,Spicy Special Slims,10/11/2021,"$2,688 ",179,108
2539,Jan Morforth,New Zealand,Smooth Sliky Salty,10/11/2021,"$3,675 ",178,217
2540,Jan Morforth,Canada,Drinking Coco,10/11/2021,"$10,738 ",256,430
2541,Curtice Advani,Canada,Peanut Butter Cubes,10/11/2021,$812 ,109,41
2542,Husein Augar,Australia,Almond Choco,10/11/2021,"$10,612 ",54,590
2543,Brien Boise,Australia,Spicy Special Slims,10/11/2021,"$3,822 ",280,160
2544,Gunar Cockshoot,USA,Almond Choco,10/11/2021,"$1,463 ",195,67
2545,Ches Bonnell,Canada,Organic Choco Syrup,10/11/2021,"$3,262 ",350,126
2546,Mallorie Waber,USA,70% Dark Bites,10/11/2021,$217 ,55,17
2547,Curtice Advani,India,Organic Choco Syrup,10/11/2021,"$5,600 ",50,187
2548,Curtice Advani,Australia,Spicy Special Slims,10/11/2021,"$1,120 ",121,56
2549,Beverie Moffet,Australia,Milk Bars,10/11/2021,$294 ,20,11
2550,Jehu Rudeforth,Australia,Eclairs,10/12/2021,"$5,663 ",231,334
2551,Van Tuxwell,Australia,Organic Choco Syrup,10/12/2021,"$10,689 ",83,428
2552,Beverie Moffet,India,Caramel Stuffed Bars,10/12/2021,$70 ,197,3
2553,Oby Sorrel,New Zealand,Spicy Special Slims,10/12/2021,"$9,093 ",45,379
2554,Dotty Strutley,Canada,Spicy Special Slims,10/12/2021,"$14,238 ",193,594
2555,Kaine Padly,Australia,Drinking Coco,10/12/2021,"$2,408 ",103,84
2556,Marney O'Breen,New Zealand,Drinking Coco,10/12/2021,$203 ,158,8
2557,Dennison Crosswaite,UK,Milk Bars,10/12/2021,"$2,359 ",163,99
2558,Jehu Rudeforth,Canada,Spicy Special Slims,10/12/2021,"$6,650 ",42,247
2559,Jehu Rudeforth,New Zealand,Smooth Sliky Salty,10/12/2021,"$5,845 ",25,390
2560,Dotty Strutley,USA,Milk Bars,10/12/2021,"$3,206 ",179,124
2561,Van Tuxwell,Canada,Almond Choco,10/12/2021,"$2,632 ",241,155
2562,Kelci Walkden,Canada,Eclairs,10/12/2021,"$6,895 ",148,406
2563,Brien Boise,Australia,70% Dark Bites,10/12/2021,$140 ,419,20
2564,Madelene Upcott,UK,Caramel Stuffed Bars,10/13/2021,"$2,107 ",143,82
2565,Barr Faughny,Canada,Smooth Sliky Salty,10/13/2021,"$10,136 ",47,676
2566,Kelci Walkden,New Zealand,50% Dark Bites,10/13/2021,"$15,722 ",73,1966
2567,Ches Bonnell,Canada,Caramel Stuffed Bars,10/13/2021,"$1,323 ",288,49
2568,Kelci Walkden,USA,50% Dark Bites,10/13/2021,"$4,767 ",5,398
2569,Jehu Rudeforth,India,Orange Choco,10/13/2021,"$20,825 ",258,2314
2570,Camilla Castle,UK,Fruit & Nut Bars,10/13/2021,"$4,627 ",300,331
2571,Karlen McCaffrey,New Zealand,Manuka Honey Choco,10/14/2021,"$4,095 ",2,158
2572,Beverie Moffet,New Zealand,Fruit & Nut Bars,10/14/2021,"$8,365 ",98,761
2573,Ches Bonnell,Canada,Peanut Butter Cubes,10/14/2021,"$4,193 ",123,210
2574,Gigi Bohling,Australia,Manuka Honey Choco,10/14/2021,"$5,754 ",335,206
2575,Barr Faughny,UK,70% Dark Bites,10/14/2021,"$9,093 ",211,827
2576,Karlen McCaffrey,USA,Organic Choco Syrup,10/14/2021,"$3,675 ",342,154
2577,Gunar Cockshoot,New Zealand,99% Dark & Pure,10/15/2021,"$2,555 ",74,135
2578,Jehu Rudeforth,USA,70% Dark Bites,10/15/2021,"$1,071 ",205,134
2579,Mallorie Waber,USA,Organic Choco Syrup,10/15/2021,"$3,612 ",191,145
2580,Dotty Strutley,USA,Baker's Choco Chips,10/15/2021,"$1,540 ",229,97
2581,Barr Faughny,UK,After Nines,10/15/2021,"$6,790 ",235,262
2582,Van Tuxwell,New Zealand,Drinking Coco,10/18/2021,"$9,863 ",165,353
2583,Oby Sorrel,Australia,Smooth Sliky Salty,10/18/2021,"$1,106 ",160,74
2584,Barr Faughny,Australia,Caramel Stuffed Bars,10/18/2021,"$3,129 ",299,105
2585,Dotty Strutley,Australia,85% Dark Bars,10/18/2021,"$7,077 ",136,373
2586,Gigi Bohling,Australia,50% Dark Bites,10/18/2021,$392 ,51,27
2587,Kaine Padly,India,Manuka Honey Choco,10/18/2021,"$7,952 ",194,319
2588,Dennison Crosswaite,UK,Peanut Butter Cubes,10/18/2021,"$10,703 ",166,487
2589,Brien Boise,India,Choco Coated Almonds,10/18/2021,"$9,660 ",132,440
2590,Husein Augar,India,Smooth Sliky Salty,10/18/2021,"$3,808 ",191,293
2591,Madelene Upcott,USA,Fruit & Nut Bars,10/18/2021,"$4,060 ",353,313
2592,Barr Faughny,New Zealand,Choco Coated Almonds,10/18/2021,"$12,236 ",42,816
2593,Marney O'Breen,UK,Drinking Coco,10/19/2021,$959 ,16,44
2594,Dotty Strutley,UK,50% Dark Bites,10/19/2021,"$2,114 ",100,193
2595,Wilone O'Kielt,Canada,Caramel Stuffed Bars,10/19/2021,"$1,743 ",9,61
2596,Beverie Moffet,UK,Orange Choco,10/19/2021,"$9,044 ",214,823
2597,Karlen McCaffrey,Australia,70% Dark Bites,10/19/2021,"$9,506 ",137,951
2598,Roddy Speechley,Australia,85% Dark Bars,10/19/2021,"$6,608 ",79,276
2599,Jehu Rudeforth,USA,Raspberry Choco,10/19/2021,"$1,799 ",19,90
2600,Madelene Upcott,Australia,Fruit & Nut Bars,10/19/2021,"$5,425 ",18,453
2601,Barr Faughny,New Zealand,Orange Choco,10/19/2021,"$5,292 ",170,441
2602,Brien Boise,UK,White Choc,10/19/2021,"$2,352 ",155,168
2603,Roddy Speechley,Australia,Manuka Honey Choco,10/19/2021,"$5,236 ",496,202
2604,Rafaelita Blaksland,UK,Organic Choco Syrup,10/19/2021,"$4,354 ",50,146
2605,Rafaelita Blaksland,USA,Eclairs,10/19/2021,"$7,133 ",51,376
2606,Van Tuxwell,India,70% Dark Bites,10/19/2021,"$3,066 ",253,256
2607,Jehu Rudeforth,Canada,After Nines,10/19/2021,"$15,932 ",292,498
2608,Dennison Crosswaite,New Zealand,Almond Choco,10/19/2021,"$3,836 ",244,214
2609,Curtice Advani,India,Raspberry Choco,10/19/2021,"$2,149 ",49,127
2610,Curtice Advani,USA,Manuka Honey Choco,10/19/2021,"$1,043 ",23,42
2611,Andria Kimpton,Canada,Caramel Stuffed Bars,10/19/2021,"$3,087 ",188,119
2612,Kaine Padly,UK,Mint Chip Choco,10/19/2021,$994 ,60,53
2613,Gigi Bohling,Australia,Choco Coated Almonds,10/19/2021,"$7,819 ",186,489
2614,Ches Bonnell,USA,Spicy Special Slims,10/19/2021,"$5,222 ",32,194
2615,Gigi Bohling,New Zealand,Baker's Choco Chips,10/19/2021,"$11,102 ",59,694
2616,Van Tuxwell,India,Smooth Sliky Salty,10/19/2021,$574 ,40,29
2617,Dotty Strutley,Australia,Eclairs,10/19/2021,"$19,824 ",45,1167
2618,Camilla Castle,Canada,Almond Choco,10/19/2021,$343 ,27,17
2619,Dennison Crosswaite,USA,70% Dark Bites,10/20/2021,"$7,637 ",231,1091
2620,Gunar Cockshoot,UK,Drinking Coco,10/20/2021,"$3,745 ",84,130
2621,Andria Kimpton,Australia,Drinking Coco,10/20/2021,"$8,253 ",74,331
2622,Curtice Advani,Canada,White Choc,10/20/2021,$266 ,303,19
2623,Kelci Walkden,Canada,White Choc,10/20/2021,"$6,153 ",214,684
2624,Husein Augar,Australia,50% Dark Bites,10/20/2021,"$1,253 ",24,90
2625,Kelci Walkden,UK,After Nines,10/20/2021,"$3,752 ",284,122
2626,Brien Boise,USA,99% Dark & Pure,10/21/2021,"$5,145 ",170,286
2627,Brien Boise,Canada,99% Dark & Pure,10/21/2021,"$2,156 ",72,90
2628,Beverie Moffet,Canada,Orange Choco,10/21/2021,"$1,288 ",348,108
2629,Marney O'Breen,New Zealand,70% Dark Bites,10/21/2021,"$2,233 ",162,224
2630,Beverie Moffet,Australia,Smooth Sliky Salty,10/21/2021,"$2,156 ",292,154
2631,Oby Sorrel,USA,Smooth Sliky Salty,10/21/2021,"$9,870 ",241,581
2632,Jan Morforth,USA,Fruit & Nut Bars,10/21/2021,"$9,016 ",17,564
2633,Curtice Advani,Australia,Choco Coated Almonds,10/21/2021,"$6,482 ",257,342
2634,Brien Boise,Australia,Orange Choco,10/21/2021,"$8,295 ",405,1383
2635,Camilla Castle,India,Spicy Special Slims,10/21/2021,"$4,830 ",154,202
2636,Barr Faughny,New Zealand,50% Dark Bites,10/21/2021,"$4,025 ",152,288
2637,Husein Augar,Canada,Orange Choco,10/21/2021,"$1,309 ",421,94
2638,Beverie Moffet,India,Eclairs,10/21/2021,"$4,970 ",17,277
2639,Jan Morforth,New Zealand,Mint Chip Choco,10/21/2021,"$4,130 ",61,207
2640,Jan Morforth,India,99% Dark & Pure,10/21/2021,"$4,739 ",180,226
2641,Gunar Cockshoot,India,99% Dark & Pure,10/22/2021,"$13,545 ",69,847
2642,Brien Boise,Canada,Spicy Special Slims,10/22/2021,"$6,615 ",473,331
2643,Brien Boise,Canada,Raspberry Choco,10/22/2021,"$10,101 ",287,481
2644,Camilla Castle,USA,Eclairs,10/22/2021,$539 ,44,34
2645,Gunar Cockshoot,New Zealand,Eclairs,10/22/2021,"$4,795 ",227,343
2646,Marney O'Breen,Canada,Fruit & Nut Bars,10/22/2021,$833 ,40,65
2647,Dennison Crosswaite,USA,Spicy Special Slims,10/22/2021,"$2,359 ",35,91
2648,Husein Augar,India,Raspberry Choco,10/22/2021,"$1,484 ",75,93
2649,Marney O'Breen,New Zealand,After Nines,10/22/2021,"$14,378 ",150,533
2650,Camilla Castle,USA,Almond Choco,10/22/2021,"$11,039 ",87,614
2651,Camilla Castle,Australia,Choco Coated Almonds,10/22/2021,"$1,218 ",310,77
2652,Oby Sorrel,India,Peanut Butter Cubes,10/22/2021,"$5,117 ",149,214
2653,Dotty Strutley,UK,Peanut Butter Cubes,10/22/2021,$469 ,359,25
2654,Gigi Bohling,New Zealand,Eclairs,10/22/2021,"$1,806 ",8,113
2655,Rafaelita Blaksland,UK,After Nines,10/22/2021,"$4,739 ",90,149
